15,孙女儿,女の孫,sūnnǙ'ér,她是我孙女儿。,Tā shì wǒ sūnnǚ'ér。,あの子は私の孫娘です。,“是”構文
16,家人,家族,jiārén,她是我家人。,Tā shì wǒ jiārén．,彼女は私の家族です。,“是”構文
17,礼物,プレゼント,lǐwù,我给你一个礼物。,Wǒ gěi nǐ yí ge lǐwù．,私はあなたにプレゼントを一つ上げます。,二重目的語の文
18,关系,関係・間柄・コネ,guānxi,我们是朋友关系。,Wǒmen shì péngyou guānxi．,私たちは友人の間柄です。,“是”構文
19,年纪,年齢,niánjì,您多大年纪了？,Nín duōdà niánjì le ?,おいくつでいらっしゃいますか？,疑問詞疑問文
20,客人,お客,kèren,来客人了！,Lái kèren le!,お客さんがいらしたよ！,存現文
21,面,めん類,miàn,你吃米饭还是吃面?,Nǐ chī mǐfàn háishi chī miàn?,ご飯にしますか、それとも麺類？,選択疑問文
22,面条,めん類,miàntiáo,我喜欢吃面条。,Wǒ xǐhuan chī miàntiáo．,私はめん類が好きだ。,動詞述語文
23,点心,お菓子,diǎnxīn,我们一起吃中国点心吧。,Wǒmen yìqǐ chī Zhōngguó diǎnxīn ba．,私たちいっしょに中国のお菓子を食べましょう。,動詞述語文
24,饺子,ギョーザ,jiǎozi,我会包饺子。,Wǒ huì bāo jiǎozi．,私はギョーザを作れる。,助動詞“会”
25,汤,スープ,tāng,汤要是太热，用匙子搅搅。,Tāng yàoshi tài rè，yòng chízi jiǎo jiao.,スープがもし熱すぎたら、スプーンでかきまぜて。,関連詞
26,食堂,食堂,shítáng,学生都在食堂里吃午饭。,Xuésheng dōu zài shítáng li chī wǔfàn．,学生は皆食堂でお昼を食べます。,介詞“在”
27,菜单,メニュー,càidān,给我看看菜单。,Gěi wǒ kànkan càidān．,私にメニューを見せてください。,介詞“给”
28,饮料,飲み物,yǐnliào,你要什么饮料?,Nǐ yào shénme yǐnliào．,あなたは何を飲みますか？,疑問詞疑問文
29,啤酒,ビール,píjiǔ,我爸爸喜欢喝啤酒。,Wǒ bàba xǐhuan hē píjiǔ．,父はビールが好きです。,動詞述語文
30,酒,酒,jiǔ,喝很多酒对身体不好。,Hē hěn duō jiǔ duì shēntǐ bù hǎo．,お酒をたくさん飲むことは体に良くない。,介詞“对”
31,果汁,ジュース,guǒzhī,这是果汁。,Zhè shì guǒzhī．,これはジュースです。,“是”構文
32,可乐,コーラ,kělè,我要可乐。,Wǒ yào kělè．,私はコーラがほしい。,動詞述語文
33,汽水,炭酸飲料・サイダー,qìshuǐ,那里可以买汽水。,Nàli kěyǐ mǎi qìshuǐ．,あそこで炭酸飲料が買える。,助動詞“可以”
34,咖啡,コーヒー,kāfēi,我喝咖啡。,Wǒ hē kāfēi．,私はコーヒーを飲む。,動詞述語文
35,红茶,紅茶,hóngchá,我喝红茶。,Wǒ hē hóngchá．,私は紅茶を飲む。,動詞述語文
36,牛奶,牛乳,niúnǎi,我喜欢喝牛奶。,Wǒ xǐhuan hē niúnǎi．,私は牛乳が好き。,動詞述語文
37,苹果,リンゴ,píngguǒ,我吃苹果。,Wǒ chī píngguǒ．,私はリンゴを食べる。,動詞述語文
38,白菜,白菜,báicài,白菜物美价廉，怎么做都很好吃。,Báicài wù měi jià lián，zěnme zuò dōu hěn hǎochī.,白菜は安くて美味しく、どんな料理にしてもおいしい。,不定の意味を持つ疑問詞
39,蛋糕,ケーキ,dàngāo,这个商店的蛋糕很好吃。,Zhège shāngdiàn de dàngāo hěn hǎochī．,この店のケーキはとても美味しい。,形容詞述語文
40,巧克力,チョコレート,qiǎokèlì,我喜欢吃巧克力。,Wǒ xǐhuan chī qiǎokèlì．,私はチョコレートが好きだ。,動詞述語文
41,糖,砂糖・飴,táng,咖啡加糖吗?,Kāfēi jiā táng ma ?,コーヒーにお砂糖は入れますか？,動詞述語文
42,衣服,服,yīfu,我想买这件衣服。,Wǒ xiǎng mǎi zhè jiàn yīfu。,私はこの服を買いたい。,助動詞“想”
43,裙子,スカート,qúnzi,你穿的裙子很好看。,Nǐ chuān de qúnzi hěn hǎokàn．,あなたのスカートはとてもきれいだ。,形容詞述語文
44,T恤衫,Tシャツ,Txùshān,T恤衫又称T字衫。,T xùshān yòu chēng T zìshān。,TシャツはT字シャツとも言います。,動詞述語文
45,毛衣,セーター,máoyī,这件毛衣很好。,Zhè jiàn máoyī hěn hǎo。,このセーターはとてもいい。,形容詞述語文
46,大衣,コート,dàyī,我买了一件大衣。,Wǒ mǎi le yí jiàn dàyī 。,私はコートを１つ買った。,動詞述語文と完了の“了”
47,手套,手袋,shǒutào,她戴着手套。,Tā dàizhe shǒutào．,彼女は手袋をつけている。,持続の“着”
48,眼镜,眼鏡,yǎnjìng,我不戴眼镜就看不见字。,Wǒ bú dài yǎnjìng jiù kànbujiàn zì.,私は眼鏡をかけないと字が見えません。,可能補語
49,院子,庭・中庭,yuànzi,你家的院子很大。,Nǐ jiā de yuànzi hěn dà．,あなたの家の庭はとても広い。,形容詞述語文
50,屋子,部屋,wūzi,屋子里都有谁？,Wūzi li dōu yǒu shéi?,部屋には誰がいるんですか？,存在を表す動詞の“有”と疑問詞疑問文
51,起居室,リビング・居間,qǐjūshì,我们把钢琴安放在起居室里。,Wǒmen bǎ gāngqín ānfàngzài qǐjūshì li。,私たちはピアノをリビングに置いた。,“把”構文
52,客厅,応接間・客間,kètīng,客厅里有一位客人。,Kètīng li yǒu yí wèi kèrén 。,客間にお客さんが一人いる。,存在を表す動詞の“有”
53,厨房,台所・キッチン,chúfáng,我家的厨房很小。,Wǒ jiā de chúfáng hěn xiǎo。,うちのキッチンはとても狭い。,
54,洗手间,お手洗い・洗面所,xǐshǒujiān,洗手间在哪儿?,Xǐshǒujiān zài nǎr ?,トイレはどこですか？,疑問詞疑問文
55,洗澡间,浴室,xǐzǎojiān,我家的洗澡间很干净。,Wǒ jiā de xǐzǎojiān hěn gānjìng．,家の浴室は清潔です。,形容詞述語文
56,窗户,窓,chuānghu,我可以打开窗户吗?,Wǒ dǎkāi chuānghu ma?,窓をあけてもいいですか？,助動詞“可以”
57,窗,窓,chuāng,他靠窗坐着。,Tā kào chuāng zuòzhe．,彼は窓辺にもたれて座っている。,持続の“着”
58,窗口,窓・窓口,chuāngkǒu,换钱在几号窗口?,Huànqián zài jǐ hào chuāngkǒu?,両替は何番の窓口ですか？,疑問詞疑問文
59,门口,入り口,ménkǒu,我们约定在医院门口碰头。,Wǒmen yuēdìng zài yīyuàn ménkǒu pèngtóu.,私たちは病院の入り口で会うことにした。,介詞“在”
60,墙,壁・塀,qiáng,她在墙上画画儿。,Tā zài qiángshang huà huàr．,彼女は壁に絵を描く。,介詞“在”
61,大楼,ビル,dàlóu,这座大楼一共多少层?,Zhè zuò dàlóu yígòng duōshao céng?,このビルは全部で何階ですか？,疑問詞疑問文
62,电梯,エレベーター,diàntī,我们坐电梯上去吧。,Wǒmen zuò diàntī shàngqu ba．,私たちエレベーターで上がりましょう。,連動文
63,宿舍,寮,sùshè,他们晚上九点回宿舍。,Tāmen wǎnshang jiǔdiǎn huí sùshè．,彼らは夜９時に寮に戻ります。,動詞述語文
64,办公室,オフィス,bàngōngshì,王先生在办公室吗?,Wáng xiānsheng zài bàngōngshì ma?,王さんはオフィスにいますか？,存在を表す動詞の“在”
65,摩托车,オートバイ・バイク,mótuōchē,他的父母反对他买摩托车的计划。,Tā de fùmǔ fǎnduì tā mǎi mótuōchē de jìhuà。,彼の親はオートバイを買うという彼の計画に反対だ。,動詞述語文
66,公交车,バス,gōngjiāochē,我坐公交车去机场。,Wǒ zuò gōngjiāochē qù jīchǎng．,私はバスで空港に行く。,連動文
67,巴士,バス,bāshì,我坐巴士去机场。,Wǒ zuò bāshì qù jīchǎng.,私はバスで空港に行った。,連動文
68,红绿灯,交通信号,hónglǛdēng,到红绿灯往左拐就到。,Dào hónglǛdēng wǎng zuǒ guǎi jiù dào.,信号の所で左に曲がれば着きます。,介詞“往”
69,船,船,chuán,从日本坐船去中国要多长时间？,Cóng Rìběn zuò chuán qù Zhōngguó yào duōcháng shíjiān?,日本から船で中国に行くにはどのくらい時間がかかりますか？,疑問詞疑問文
70,书架,本棚,shūjià,书架上放着很多书。,Shūjià shang fàngzhe hěn duō shū．,本棚にはたくさんの本がある。,存現文
71,灯,照明・電灯,dēng,我晚上开灯睡觉。,Wǒ wǎnshang kāi dēng shuìjiào．,私は夜電気をつけて寝る。,連動文
72,洗衣机,洗濯機,xǐyījī,那是洗衣机。,Nà shì xǐyījī．,あれは洗濯機です。,“是”構文
73,冰箱,冷蔵庫,bīngxiāng,冰箱里有什么?,Bīngxiāngli yǒu shénme?,冷蔵庫の中には何がありますか？,所有を表す動詞の“有”
74,被子,掛け布団,bèizi,妈妈给孩子盖好被子。,Māma gěi háizi gàihǎo bèizi．,お母さんは子供に布団をちゃんとかけてあげる。,介詞“给”と結果補語
75,手表,腕時計,shǒubiǎo,你的手表在这儿。,Nǐ de shǒubiǎo zài zhèr．,あなたの腕時計はここにあります。,存在を表す動詞の“在”
76,挂钟,掛け時計,guàzhōng,挂钟摆放在客厅的墙壁上。,Guàzhōng baǐfàngzài kètīng de qiángbì shang.,掛け時計が客間の壁に掛けられている。,結果補語
77,手机,ケータイ,shǒujī,你有手机吗?,Nǐ yǒu shǒujī ma?,あなたはケータイを持っていますか？,所有を表す動詞の“有”
78,碗,茶碗・湯呑み,wǎn,妈妈叫我洗碗。,Māma jiào wǒ xǐwǎn 。,母は私に茶碗を洗うように言う。,使役文と兼語文
79,杯子,コップ・グラス,Bēizi,她把杯子和碟子放在桌子上。,Tā bǎ bēizi hé diézi fàngzài zhuōzi shang.,彼女はコップと小皿をテーブルに置いた。,“把”構文
80,毛巾,タオル,máojīn,日本人泡温泉时为什么头上放毛巾呢？,Rìběnrén pào wēnquán shí wèishénme tóushang fàng máojīn ne?,日本人は温泉に入るときどうして頭にタオルをのせるの？,疑問詞疑問文
81,雨伞,傘,yǔsǎn,明天你带雨伞。,Míngtiān nǐ dài yǔsǎn．,明日傘を持ってきてください。,動詞述語文
82,相机,カメラ,xiàngjī,你带相机来。,Nǐdài xiàngjī lái．,カメラを持ってきて。,連動文
83,地图,地図,dìtú,我带了一本地图册出发了。,Wǒ dàile yìběn dìtúcè chūfāle 。,私は地図帳を一冊持って出発した。,連動文
84,信,手紙,xìn,我姐姐现在写信呢。,Wǒ jiějie xiànzài xiěxìn ne．,姉は今手紙を書いています。,進行形
85,信封,封筒,xìnfēng,信封里有一把钥匙。,Xìnfēng li yǒu yì bǎ yàoshi 。,封筒の中に鍵が一つ入っている。,存在を表す動詞の“有”
86,邮票,切手,yóupiào,给我1张5块的邮票。,Gěi wǒ yì zhāng wǔ kuài de yóupiào.,５元の切手を１枚ください。,二重目的語の文
87,铅笔,鉛筆,qiānbǐ,这是我的铅笔。,Zhè shì wǒ de qiānbǐ．,これは私の鉛筆です。,“是”構文
88,钢笔,万年筆,gāngbǐ,那是他的钢笔。,Nà shì tā de gāngbǐ．,あれは彼の万年筆です。,“是”構文
89,名片,名刺,míngpiàn,这是我的名片。,Zhè shì wǒ de míngpiàn．,これは私の名刺です。,“是”構文
90,香烟,たばこ,xiāngyān,抽香烟对身体不好。,Chōu xiāngyān duì shēntǐ bù hǎo．,たばこを吸うのは体に良くない。,介詞“对”
91,行李,荷物,xíngli,这些行李是我的。,Zhè xiē xíngli shì wǒ de．,この荷物は私のです。,“是”構文
92,纸,紙,zhǐ,用纸把美丽的花束包好。,Yòng zhǐ bǎ měilì de huāshù bāohǎo.,紙できれいな花束をちゃんと包む。,“把”構文
93,箱子,スーツケース・ふたのついた箱,xiāngzi,那是我的箱子。,Nà shì wǒ de xiāngzi．,あれは私のスーツケースです。,“是”構文
94,钱包,さいふ,qiánbāo,我把钱包丢了。,Wǒ bǎ qiánbāo diū le.,私はお財布をなくした。,“把”構文
95,工资,賃金・給料,gōngzī,工人们绝不会同意削减工资。,Gōngrénmen jué bú huì tóngyì xuējiǎn gōngzī.,労働者たちは決して給与の削減に応じない。,助動詞“会”
96,职员,職員スタッフ,zhíyuán,他是公司职员。,Tā shì gōngsī zhíyuán．,彼は会社員です。,“是”構文
97,电器店,電気店,diànqìdiàn,我们一起去电器店吧。,Wǒ men yìqǐ qù diànqìdiàn ba 。,いっしょに家電屋に行きましょう。,語気助詞の“吧”
98,超市,スーパー,chāoshì,我去超市买东西。,Wǒ qù chāoshì mǎi dōngxi．,私はスーパーに買い物に行く。,連動文
99,便利店,コンビニ,biànlìdiàn,我在便利店打工。,Wǒ zài biànlìdiàn dǎgōng．,私はコンビニでアルバイトをする。,介詞“在”
100,服务员,ホテルやレストランなどの従業員,fúwùyuán,服务员，我点菜。,Fúwùyuán，wǒ diǎncài.,すみません、注文したいんですが。,動詞述語文
101,店员,ショップなどの店員,diànyuán,他是那家商店的店员。,Tā shì nà jiā shāngdiàn de diànyuán．,彼はあの店の店員です。,“是”構文
102,护士,看護師,hùshi,她是护士。,Tā shì hùshi．,彼女は看護師です。,“是”構文
103,警察,警察官・巡査,jǐngchá,警察告诉他到车站怎么走。,Jǐngchá gàosu tā dào chēzhàn zěnme zǒu.,警察官が彼に駅までの行き方を教えてくれた。,二重目的語の文
104,农业,農業,nóngyè,下面我们要讨论的是关于农业问题。,Xiàmian wǒmen yào tǎolùn de shì guānyú nóngyè wèntí.,次に討論するのは農業問題についてです。,“是”構文
105,农民,農民,nóngmín,我父亲是农民。,Wǒ fùqin shì nóngmín.,私の父は農民です。,“是”構文
106,工程师,技師・エンジニア,gōngchéngshī,他父亲打算让他当工程师。,Tā fùqin dǎsuàn ràng tā dāng gōngchéngshī.,彼の父親は彼をエンジニアにするつもりだ。,使役文と兼語文
107,师傅,師匠・親方,shīfu,李师傅把车修好了。,Lǐ shīfu bǎ chē xiūhǎole．,李親方は車を修理してくれた。,“把”構文
108,会议,会議,huìyì,这次的会议我不能参加。,Zhè cì de huìyì wǒ bù néng cānjiā.,今回の会議に私は出席することができません。,助動詞“能”
109,社会,社会,shèhuì,失业造成社会不安定。,Shīyè zàochéng shèhuì bù āndìng.,失業は社会の不安定を招きます。,動詞述語文
110,政府,政府・役所,zhèngfǔ,代表团一行拜访了市政府。,Dàibiǎotuán yìxíng bàifǎngle shìzhèngfǔ．,代表団一行は市役所を表敬訪問した。,完了の“了”
111,银行,銀行,yínháng,银行在邮局的旁边。,Yínháng zài yóujú de pángbiān．,銀行は郵便局のそばです。,存在を表す動詞の“在”
112,博物馆,博物館,bówùguǎn,大学的旁边有一个博物馆。,Dàxué de pángbiān yǒu yí ge bósùguǎn．,大学のそばに博物館がある。,所有を表す動詞の“有”
113,动物园,動物園,dòngwùyuán,我带孩子们去动物园。,Wǒ dài háizimen qù dòngwùyuán．,私は子供を連れて動物園に行く。,連動文
114,报纸,新聞,bàozhǐ,我爸爸看报纸。,Wǒ bàba kàn bàozhǐ．,父は新聞を読む。,動詞述語文
115,新闻,ニュース,xīnwén,有什么新闻吗?,Yǒu shénme xīnwén ma?,何かニュースはありますか？,所有を表す動詞の“有”
116,广告,広告,guǎnggào,这是温泉的广告。,Zhè shì wēnquán de guǎnggào．,これは温泉の広告です。,“是”構文
117,号码儿,番号,hàomǎr,这是我的电话号码儿。,Zhè shì wǒ de diànhuà hàomǎr．,これは私の電話番号です。,“是”構文
118,法国,フランス,Fǎguó,我想去法国。,Wǒ xiǎng qù Fǎguó．,私はフランスに行きたい。,助動詞“想”
119,德国,ドイツ,Déguó,明年我去德国。,Míngnián wǒ qù Déguó．,来年私はドイツに行きます。,動詞述語文
120,英国,イギリス,Yīngguó,现在他在英国。,Xiànzài tā zài Yīngguó．,今彼はイギリスにいます。,存在を表す動詞の“在”
121,美国人,アメリカ人,Měiguórén,他是美国人。,Tā shì Měiguórén．,彼はアメリカ人です。,“是”構文
122,法语,フランス語,Fǎyǔ,我喜欢法语。,Wǒ xǐhuan Fǎyǔ．,私はフランス語が好きです。,動詞述語文
123,英语,英語,yīngyǔ,我学习英语。,Wǒ xuéxí Yīngyǔ．,私は英語の勉強をする。,動詞述語文
124,会话,会話,huìhuà,我学习了简单的会话。,Wǒ xuéxíle jiǎndān de huìhuà．,私は簡単な会話を学んだ。,完了の“了”
125,发音,発音,fāyīn,你的发音很好。,Nǐ de fāyīn hěn hǎo．,あなたの発音はとてもいい。,形容詞述語文
126,文章,文章,wénzhāng,这篇文章内容很丰富。,Zhè piàn wénzhāng nèiróng hěn fēngfù．,この文章は内容が豊富だ。,形容詞述語文
127,意见,意見・文句,yìjiàn,大家都对他有意见。,Dàjiā dōu duì tā yǒu yìjiàn．,みんな彼に文句がある。,介詞“对”
128,消息,情報・知らせ,xiāoxi,这个消息我第一次听到。,Zhège xiāoxi wǒ dì yī cì tīngdào．,このニュースを私は初めて聞いた。,結果補語
129,话,ことば・話,huà,他说话太罗嗦。,Tā shuō huà tài luōsuo.,彼の話はくどい。,形容詞述語文
130,声音,音・声,shēngyīn,打碎玻璃的声音惊醒了他。,Dǎsuì bōli de shēngyīn jīngxǐngle tā.,彼はガラスの割れる音にびっくりして目がさめた。,動詞述語文
131,经济,経済,jīngjì,我对中国经济很感兴趣。,Wǒ duì Zhōngguó jīngjì hěn gǎn xìngqu.,私は中国経済にとても興味がある。,介詞“对”
132,小学,小学校,xiǎoxué,我们在小学是同班同学。,Wǒmen zài xiǎoxué shì tóngbān tóngxué.,私たちは小学校で同じクラスです。,“是”構文
133,中学,中学校,zhōngxué,这个小镇上有两所中学。,Zhège xiǎozhèn shang yǒu liǎng suǒ zhōngxué.,この小さい町には中学校が二つあった。,所有を表す動詞の“有”
134,初中,中学,chūzhōng,我弟弟是初中二年级的学生。,Wǒ dìdi shì chūzhōng èrniánjí de xuésheng．,私の弟は中学二年生です。,“是”構文
135,高中,高校,gāozhōng,我爸爸是高中的老师。,Wǒ bàba shì gāozhōng de lǎoshī．,父は高校の教師です。,“是”構文
136,课,授業,kè,今天你有几节课？,Jīntiān nǐ yǒu jǐ jié kè?,今日あなたは授業がいくつありますか？,所有を表す動詞の“有”と疑問詞疑問文
137,功课,授業,gōngkè,我在家里复习功课。,Wǒ zài jiāli fùxí gōngkè 。,私は家で授業の復習をする。,介詞“在”
138,黑板,黒板,hēibǎn,老师在黑板上写出新单词。,Lǎoshī zài hēibǎn shang xiěchū xīn dāncí.,先生は黒板に新しい単語を書いた。,介詞“在”
139,参考书,参考書,cānkǎoshū,桌子上有一本参考书。,Zhuōzi shang yǒu yì běn cānkǎoshū 。,机の上には参考書が一冊ある。,存在を表す動詞の“有”
140,成绩,成績,chéngjì,你的成绩怎么样?,Nǐ de chéngjì zěnmeyàng?,あなたの成績はどうですか？,疑問詞疑問文
141,作业,宿題,zuòyè,作业我还没写完。,Zuòyè wǒ hái méi xiěwán．,宿題はまだ書き終えていない。,否定の“不”と未然の“没”
142,暑假,夏休み,shǔjià,快要放暑假了。,Kuàiyào fàng shǔjià le．,もうじき夏休みだ。,“快要～了”
143,寒假,冬休み,hánjià,今年寒假你去哪儿?,Jīnnián hánjià nǐ qù nǎr?,今年の冬休みはどこに行きますか？,疑問詞疑問文
144,文化,文化・教養,wénbuà,我没有什么文化。,Wǒ méiyou shénme wénhuà.,私は何の教養もありません。,所有を表す動詞の“有”
145,传统,伝統,chuántǒng,他们尊重日本的传统。,Tāmen zūnzhòng Rìběn de chuántǒng.,彼らは日本の伝統を尊重しています。,動詞述語文
146,艺术,芸術,yìshù,对于现代艺术我一窍不通。,Duìyú xiàndài yìshù wǒ yì qiǎo bù tōng.,現代芸術に関しては私はちんぷんかんぷんです。,介詞“对于”
147,音乐,音楽,yīnyuè,我喜欢听音乐。,Wǒ xǐhuan tīng yīnyuè．,私は音楽を聞くのが好きです。,動詞述語文
148,电影院,映画館,diànyìngyuàn,我不常到电影院看电影。,Wǒ bù cháng dào diànyǐngyuàn kàn diànyǐng.,私は映画館で映画を見ることはあまりありません。,部分否定
149,照片,写真,zhàopiàn,这是我的照片。,Zhè shì wǒ de zhàopiàn．,これは私の写真です。,“是”構文
150,酒店,ホテル,jiǔdiàn,我们在那家酒店前面见面吧。,Wǒmen zài nà jiā jiǔdiàn qiánmiàn jiànmiàn ba.,あのホテルの前で会いましょう。,介詞“在”
151,饭店,ホテル,fàndiàn,车站离饭店比较远。,Chēzhàn lí fàndiàn bǐjiào yuǎn．,駅はホテルから少し遠い。,介詞“离”
152,节日,祝日,jiérì,中国的传统节日多种多样。,Zhōngguó de chuántǒng jiérì duōzhǒng duōyàng.,中国の伝統的な祝日は多種多様です。,形容詞述語文
153,春节,旧正月・春節（しゅんせつ）,Chūnjié,春节快到了。,Chūnjié kuài dào le.,もうじき春節です。,“快要～了”
154,运动,スポーツ,yùndòng,我不太喜欢运动。,Wǒ bú tài xǐhuan yùndòng．,私はスポーツはあまり好きではない。,部分否定
155,足球,サッカー,zúqiú,我去看足球比赛。,Wǒ qù kàn zúqiú bǐsài．,私はサッカーの試合を見に行く。,動詞述語文
156,游泳池,プール,yóuyǒngchí,我在游泳池里游泳。,Wǒ zài yóuyǒngchí li yóuyǒng．,私はプールで泳ぐ。,介詞“在”
157,比赛,試合,bǐsài,棒球比赛的票很贵,Bàngqiú bǐsài de piào hěn guì．,野球の試合のチケットは高い。,形容詞述語文
158,脸,顔・正面・体面,liǎn,她感到脸上红了起来。,Tā gǎndào liǎnshang hóngle qǐlai.,彼女は顔が赤くなるのを感じた。,方向補語
159,头发,髪の毛,tóufa,我妹妹的头发已经垂到了腰部。,Wǒ mèimei de tóufa yǐjing chuídàole yāobù.,妹の髪の毛はもう腰まで伸びた。,完了の“了”
160,健康,健康,jiànkāng,祝你身体健康！,Zhù nǐ shēntǐ jiànkāng ！,ご健康をお祈りします！,
161,医院,病院,yīyuàn,这是医院。,Zhè shì yīyuàn．,これは病院です。,“是”構文
162,药,薬,yào,他吃了药，觉得好一点了。,Tā chīle yào，juéde hǎo yì diǎn le．,彼は薬を飲むと少し良くなったように感じた。,完了の“了”と語気の“了”
163,手术,手術,shǒushù,他动了手术。,Tā dòngle shǒushù．,彼は手術をした。,完了の“了”
164,毛病,故障・欠点・病気,máobing,你应该改正自己的毛病。,Nǐ yīnggāi gǎizhèng zìjǐ de máobing.,あなたは自分の欠点を直すべきです。,助動詞“应该”
165,熊猫,パンダ,xióngmāo,熊猫很可爱。,Xióngmāo hěn k'ěài．,パンダは可愛い。,形容詞述語文
166,狗,犬,gǒu,这条狗是孩子们的宠物。,Zhè tiáo gǒu shì háizimen de chǒngwù.,この犬は子供たちのペットだ。,“是”構文
167,猫,猫,māo,那只猫紧盯着老鼠的动向。,Nà zhī māo jǐndīngzhe lǎoshǔ de dòngxiàng.,あの猫はネズミの動きにじっと目をこらしている。,動詞述語文
168,马,馬,mǎ,马身上挂着铃铛。,Mǎ shēnshang guàzhe língdang.,馬の体には鈴がぶらさがっている。,存現文
169,牛,牛,niú,他们同意永远做牛做马。,Tāmen tóngyì yǒngyuǎn zuò niú zuò mǎ.,彼らはいつまでも献身的に働くことに同意した。,動詞述語文
170,鱼,魚,yú,你吃鱼还是吃肉?,Nǐ chī yú háishi chī ròu?,魚にしますか、それともお肉ですか？,選択疑問文
171,雨,雨,yǔ,下雨了！,Xià yǔ le!,あっ雨だ！,存現文
172,月亮,月・お月様,yuèliang,月亮出来了。,Yuèliang chūlai le.,月がのぼった。,語気の“了”
173,星星,星,xīngxing,今晚月亮和星星十分明亮。,Jīnwǎn yuèliang hé xīngxing shífēn míngliàng.,今夜は月と星がとても美しい。,形容詞述語文
174,河,川,hé,黄河是中国的第二大河流。,Huánghé shì Zhōngguó dì èr dà héliú.,黄河は中国第二の長さを持つ川です。,“是”構文
175,现在,今,xiànzài,现在几点了?,Xiànzài jǐ diǎn le?,今何時？,語気の“了”
176,早晨,朝,zǎochén,明天早晨8点集合。,Míngtiān zǎochén bā diǎn jíhé．,明日朝８時に集合です。,動詞述語文
177,生日,誕生日,shēngrì,我的生日一月一号。,Wǒ de shēngrì yī yuè yī hào．,私の誕生日は１月１日です。,名詞述語文
178,年龄,年齢,niánlíng,我父母年龄大了。,Wǒ fùmǔ niánlíng dà le.,私の両親はかなりの年になりました。,主述述語文
179,将来,将来,jiānglái,我将来想当一个律师。,Wǒ jiānglái xiǎng dāng yí ge lǛshī．,私は将来弁護士になりたい。,助動詞“想”
180,时候,時,shíhou,他学习的时候常常听音乐。,Tā xuéxí de shíhou chángcháng tīng yīnyuè.,彼は勉強する時よく音楽を聞く。,動詞述語文
181,以后,以後,yǐhòu,下课以后，我们一起回家。,Xiàkè yǐhòu,wǒmen yìqǐ huíjiā.,授業が終わったら一緒に帰ろう。,動詞述語文
182,城市,都市,chéngshì,地震摧毁了整个城市。,Dìzhèn cuīhuǐle zhěngge chéngshì.,地震は都市全体を破壊した。,動詞述語文
183,农村,農村,nóngcūn,这些学生都是来自农村。,Zhèxiē xuésheng dōu shì láizì nóngcūn.,これらの学生たちはみな農村出身です。,動詞述語文
184,世界,世界,shìjiè,他是世界闻名的。,Tā shì shìjiè wénmíng de.,彼は世界的に有名です。,もう一つの“是～的”構文
185,路,道,lù,路上辛苦了！,Lùshang xīnkǔ le!,道中お疲れ様でした！,
186,附近,近く,fùjin,我家附近有一家便利店。,Wǒ jiā fùjin yǒu yì jiā biànlìdiàn.,うちの近くにコンビニがある。,存在を表す動詞の“有”
187,地址,住所,dìzhǐ,请告诉我您的地址。,Qǐng gàosu wǒ nín de dìzhǐ.,ご住所を教えてください。,二重目的語の文
188,市,市,shì,全市都洋溢着春天的气息。,Quán shì dōu yángyìzhe chūntiān de qìxī.,市の中すべてに春の息吹が満ち溢れている。,持続の“着”
189,环境,環境,huánjìng,我很快适应了新环境。,Wǒ hěn kuài shìyìngle xīn huánjìng.,私はすぐに新しい環境になじんだ。,動詞述語文
190,特点,特徴・特色,tèdiǎn,我们都有自己的特点。,Wǒmen dōu yǒu zìjǐ de tèdiǎn.,私たちはみな自分の特徴を持っています。,所有を表す動詞の“有”
191,水平,レベル,shuǐpíng,我国的生活水平低于贵国。,Wǒ guó de shēnghuó shuǐpíng dīyú guì guó.,我が国の生活レベルは貴国に及びません。,
192,办法,方法・手段,bànfǎ,我想出了一个好办法。,Wǒ xiǎngchūle yí ge hǎo bànfǎ．,私は良い方法を思いついた。,完了の“了”
193,错误,間違い,cuòwù,这是我这辈子最大的错误。,Zhè shì wǒ zhèbèizi zuì dà de cuòwù.,これは我が人生最大の過ちだ。,“是”構文
194,变化,変化,biànhuà,她的表情一点也没有变化。,Tā de biǎoqíng yì diǎnr yě méiyou biànhuà.,彼の表情は少しも変化しなかった。,
195,改革,改革,gěigé,我们正在多方面进行改革。,Wǒmen zhèng zài duō fāngmiàn jìnxíng gǎigé.,私たちは今多方面で改革をしているところです。,進行形
196,所有,あらゆる,suǒyǒu,他轻视所有的社会习俗。,Tā qīngshì suǒyǒu de shèhuì xísú.,彼はあらゆる社会の習俗を無視する。,動詞述語文
197,机会,機会・チャンス,jīhuì,一定要抓住机会。,Yídìng yào zhuāzhù jīhuì.,必ずチャンスをつかまなくてはならない。,助動詞“要”と結果補語
198,样子,ようす,yàngzi,你太不像样子了!,Nǐ tài bú xiàng yàngzi le!,なんてみっともないの！,語気の“了”
199,问题,①問題　②質問,wèntí,有没有问题？,Yǒu méiyou wèntí?,質問はありませんか？,動詞述語文
200,习惯,習慣・習わし,xíguàn,各国的风俗习惯大不相同。,Gè guó de fēngsú xíguàng dà bù xiāngtóng.,各国の風俗習慣はかなり異なる。,形容詞述語文
201,怎么,①どのように　②どうして,zěnme,怎么办好呢？,Zěnme bàn hǎo ne?,どうしたらいいだろう？,疑問詞疑問文
